region	tenure	age	marital	address	income	ed	employ	retire	gender	reside	tollfree	equip	callcard	wireless	longmon	tollmon	equipmon	cardmon	wiremon	longten	tollten	equipten	cardten	wireten	multline	voice	pager	internet	callid	callwait	forward	confer	ebill	loglong	logtoll	logequi	logcard	logwire	lninc	custcat	churn
1	28	36	0	3	69.000000	3	2	0.000000	0	1	1	1	1	1	6.050000	25.250000	41.550000	31.750000	36.600000	153.050000	697.050000	1117.150000	835.000000	1020.950000	1	1	1	0	1	1	1	1	1	1.800058	3.228826	3.726898	3.457893	3.600048	4.234107	4	0
2	41	46	1	14	47.000000	2	11	0.000000	0	5	1	1	1	1	6.300000	41.250000	55.800000	20.000000	50.950000	279.700000	1665.000000	2197.600000	830.000000	1956.700000	1	1	1	0	1	1	1	1	0	1.840550	3.719651	4.021774	2.995732	3.930845	3.850148	4	0
3	67	50	1	31	83.000000	2	12	0.000000	0	2	0	1	1	0	29.450000	0.000000	22.650000	19.000000	0.000000	1921.550000	0.000000	1515.400000	1240.000000	0.000000	1	0	0	0	0	0	0	0	1	3.382694		3.120160	2.944439		4.418841	2	0
1	38	40	0	15	34.000000	2	11	0.000000	1	1	0	1	1	0	4.250000	0.000000	19.800000	7.000000	0.000000	157.600000	0.000000	779.650000	275.000000	0.000000	1	0	0	1	0	0	0	0	0	1.446919		2.985682	1.945910		3.526361	2	0
2	18	38	0	8	45.000000	2	2	0.000000	1	4	1	1	1	1	2.700000	31.500000	36.250000	15.000000	23.400000	45.600000	609.200000	654.750000	270.000000	422.500000	0	1	0	1	1	1	1	1	1	0.993252	3.449988	3.590439	2.708050	3.152736	3.806662	4	1
2	6	42	1	17	29.000000	2	2	0.000000	1	2	1	0	1	1	4.300000	25.750000	0.000000	29.000000	31.900000	13.400000	159.150000	0.000000	165.000000	162.000000	0	1	1	0	1	1	1	1	0	1.458615	3.248435		3.367296	3.462606	3.367296	4	0
2	4	36	0	0	21.000000	2	1	0.000000	1	3	0	0	0	0	3.300000	0.000000	0.000000	0.000000	0.000000	22.100000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0	0	0	1	0	1.193922					3.044522	1	0
1	13	23	1	3	30.000000	3	0	0.000000	1	4	1	1	0	0	5.150000	24.250000	28.850000	0.000000	0.000000	53.500000	294.550000	294.350000	0.000000	0.000000	1	1	1	1	1	0	1	1	0	1.638997	3.188417	3.362110			3.401197	4	0
1	20	35	0	0	78.000000	4	7	0.000000	0	1	0	1	0	1	5.500000	0.000000	46.100000	0.000000	35.250000	97.150000	0.000000	825.450000	0.000000	701.050000	1	1	1	1	0	1	1	0	1	1.704748		3.830813		3.562466	4.356709	4	1
1	34	49	1	27	61.000000	3	15	0.000000	1	2	1	0	0	0	12.650000	34.250000	0.000000	0.000000	0.000000	414.900000	1119.350000	0.000000	0.000000	0.000000	0	0	0	0	1	1	1	1	0	2.537657	3.533687				4.110874	3	0
1	46	29	1	4	90.000000	5	3	0.000000	0	4	1	0	1	1	16.850000	40.500000	0.000000	34.500000	39.800000	736.450000	1817.750000	0.000000	1480.000000	1783.150000	0	1	1	1	1	1	1	1	0	2.824351	3.701302		3.540959	3.683867	4.499810	4	0
1	48	41	0	21	43.000000	2	7	0.000000	0	1	0	0	1	0	19.500000	0.000000	0.000000	11.750000	0.000000	887.700000	0.000000	0.000000	530.000000	0.000000	1	0	0	0	0	0	0	0	0	2.970414			2.463853		3.761200	2	0
3	69	61	1	12	301.000000	2	37	0.000000	0	2	1	1	1	1	26.050000	36.750000	41.850000	16.250000	38.450000	1738.150000	2589.300000	2768.850000	1110.000000	2590.200000	1	1	0	0	1	1	1	1	0	3.260018	3.604138	3.734092	2.788093	3.649359	5.707110	3	0
1	32	34	1	7	32.000000	2	15	0.000000	0	4	0	0	0	0	9.250000	0.000000	0.000000	0.000000	0.000000	285.750000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0	0	0	1	0	2.224624					3.465736	1	0
1	29	29	0	9	41.000000	2	9	0.000000	0	2	1	1	0	0	4.750000	23.000000	37.450000	0.000000	0.000000	112.000000	626.600000	1010.100000	0.000000	0.000000	1	0	0	0	0	0	1	1	1	1.558145	3.135494	3.623007			3.713572	2	0
3	55	52	0	22	127.000000	1	28	0.000000	1	3	0	0	1	0	7.050000	0.000000	0.000000	20.250000	0.000000	400.550000	0.000000	0.000000	1150.000000	0.000000	1	1	0	0	0	0	0	0	1	1.953028			3.008155		4.844187	2	0
3	72	60	1	36	271.000000	1	43	0.000000	1	2	0	0	1	0	21.700000	0.000000	0.000000	52.250000	0.000000	1580.400000	0.000000	0.000000	3665.000000	0.000000	1	0	0	0	1	1	1	1	0	3.077312			3.956040		5.602119	3	0
3	29	26	0	1	32.000000	3	2	0.000000	1	1	0	0	1	0	3.400000	0.000000	0.000000	15.750000	0.000000	111.500000	0.000000	0.000000	440.000000	0.000000	0	1	0	0	0	0	0	1	0	1.223775			2.756840		3.465736	1	1
2	50	25	1	1	36.000000	4	2	0.000000	1	5	0	1	1	1	13.050000	0.000000	40.600000	10.250000	40.850000	682.200000	0.000000	1928.200000	545.000000	1964.200000	1	1	1	0	1	1	1	1	1	2.568788		3.703768	2.327278	3.709907	3.583519	4	0
3	35	50	1	11	293.000000	3	21	0.000000	0	2	0	1	0	0	12.250000	0.000000	23.900000	0.000000	0.000000	416.400000	0.000000	793.400000	0.000000	0.000000	0	0	0	0	0	0	0	0	1	2.505526		3.173878			5.680173	1	1
3	11	63	0	9	41.000000	3	3	0.000000	0	1	0	1	0	0	4.150000	0.000000	29.900000	0.000000	0.000000	46.350000	0.000000	299.650000	0.000000	0.000000	0	0	0	1	0	0	0	0	1	1.423108		3.397858			3.713572	1	1
1	9	29	0	9	39.000000	3	5	0.000000	1	1	0	0	0	0	4.200000	0.000000	0.000000	0.000000	0.000000	22.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0	0	0	0	1	1.435085					3.663562	1	0
2	51	48	0	27	58.000000	1	18	0.000000	0	1	1	0	1	0	19.200000	25.750000	0.000000	9.250000	0.000000	964.850000	1320.050000	0.000000	390.000000	0.000000	0	0	0	0	1	0	1	1	0	2.954910	3.248435		2.224624		4.060443	3	1
1	33	34	1	2	28.000000	1	3	0.000000	1	3	0	0	0	0	13.400000	0.000000	0.000000	0.000000	0.000000	438.900000	0.000000	0.000000	0.000000	0.000000	1	0	0	1	1	0	0	0	0	2.595255					3.332205	2	0
1	25	20	0	0	15.000000	2	0	0.000000	0	2	1	0	1	0	10.700000	23.000000	0.000000	18.750000	0.000000	296.750000	572.250000	0.000000	405.000000	0.000000	0	0	0	0	1	1	1	1	0	2.370244	3.135494		2.931194		2.708050	3	0
3	31	34	0	9	105.000000	4	7	0.000000	1	4	0	0	1	0	6.450000	0.000000	0.000000	5.750000	0.000000	182.350000	0.000000	0.000000	170.000000	0.000000	0	0	0	0	0	1	0	1	0	1.864080			1.749200		4.653960	3	0
2	67	40	1	10	80.000000	4	8	0.000000	1	2	1	1	1	1	33.050000	21.750000	53.550000	18.750000	48.050000	2225.150000	1391.600000	3532.100000	1215.000000	3185.350000	1	1	1	1	1	1	1	1	1	3.498022	3.079614	3.980616	2.931194	3.872242	4.382027	4	0
3	55	45	0	8	36.000000	2	9	0.000000	0	3	1	0	1	0	25.650000	41.750000	0.000000	11.750000	0.000000	1423.000000	2294.750000	0.000000	630.000000	0.000000	1	1	0	0	1	1	1	1	0	3.244544	3.731699		2.463853		3.583519	3	0
3	19	50	0	7	112.000000	4	3	0.000000	1	1	0	1	1	1	7.150000	0.000000	44.800000	14.250000	46.550000	160.200000	0.000000	817.250000	265.000000	893.750000	1	1	1	0	1	1	0	1	1	1.967112		3.802208	2.656757	3.840527	4.718499	4	0
1	39	34	1	11	55.000000	4	10	0.000000	1	4	1	1	1	1	18.450000	33.750000	56.950000	35.500000	47.850000	742.500000	1307.800000	2171.650000	1385.000000	1867.500000	0	1	1	1	1	1	1	1	0	2.915064	3.518980	4.042174	3.569533	3.868071	4.007333	4	0
2	52	35	1	8	40.000000	4	1	0.000000	0	2	1	1	1	1	10.750000	33.500000	35.300000	11.000000	44.600000	546.650000	1772.350000	1726.450000	615.000000	2407.150000	1	1	0	0	1	1	1	1	0	2.374906	3.511545	3.563883	2.397895	3.797734	3.688879	3	0
3	55	37	1	15	23.000000	2	0	0.000000	1	5	1	0	1	0	12.950000	32.500000	0.000000	26.250000	0.000000	716.250000	1783.550000	0.000000	1355.000000	0.000000	1	0	0	0	1	1	1	1	0	2.561096	3.481240		3.267666		3.135494	3	0
2	25	62	0	27	28.000000	4	33	1.000000	1	1	1	1	1	1	8.300000	14.750000	52.000000	18.000000	47.000000	160.400000	359.250000	1183.650000	430.000000	1117.550000	1	1	1	0	1	1	1	1	1	2.116256	2.691243	3.951244	2.890372	3.850148	3.332205	4	1
3	33	58	0	12	21.000000	2	23	1.000000	1	1	0	0	1	0	8.800000	0.000000	0.000000	20.750000	0.000000	264.050000	0.000000	0.000000	690.000000	0.000000	0	0	0	0	0	0	0	0	0	2.174752			3.032546		3.044522	1	0
2	48	35	0	5	63.000000	4	12	0.000000	0	2	0	0	1	0	13.400000	0.000000	0.000000	27.500000	0.000000	560.550000	0.000000	0.000000	1315.000000	0.000000	1	0	1	0	1	1	1	1	0	2.595255			3.314186		4.143135	3	1
2	48	31	1	12	52.000000	4	3	0.000000	0	3	1	1	1	1	8.150000	26.500000	50.950000	31.750000	55.550000	364.800000	1323.500000	2289.700000	1410.000000	2725.300000	1	1	1	1	1	1	1	1	1	2.098018	3.277145	3.930845	3.457893	4.017284	3.951244	4	0
2	49	57	0	3	189.000000	1	31	0.000000	1	3	0	0	1	0	11.000000	0.000000	0.000000	8.750000	0.000000	476.150000	0.000000	0.000000	405.000000	0.000000	0	0	0	0	0	0	0	0	0	2.397895			2.169054		5.241747	1	0
3	54	32	1	0	50.000000	1	15	0.000000	0	3	1	1	1	0	18.150000	46.250000	49.200000	21.250000	0.000000	958.700000	2530.900000	2610.600000	1105.000000	0.000000	0	0	0	0	1	1	1	1	0	2.898671	3.834061	3.895894	3.056357		3.912023	3	1
1	45	32	1	9	23.000000	1	15	0.000000	0	4	0	0	0	0	9.850000	0.000000	0.000000	0.000000	0.000000	469.100000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0	0	0	0	0	2.287471					3.135494	1	0
3	4	37	1	1	33.000000	2	15	0.000000	1	5	0	1	0	0	2.450000	0.000000	21.900000	0.000000	0.000000	19.250000	0.000000	65.100000	0.000000	0.000000	0	0	0	1	0	0	0	0	1	0.896088		3.086487			3.496508	1	1
3	49	27	1	3	29.000000	3	6	0.000000	1	3	0	1	0	0	10.400000	0.000000	44.000000	0.000000	0.000000	476.450000	0.000000	2096.750000	0.000000	0.000000	1	1	0	1	0	0	0	0	1	2.341806		3.784190			3.367296	2	1
2	23	35	0	2	96.000000	3	4	0.000000	0	1	0	1	1	1	6.400000	0.000000	37.600000	22.750000	46.200000	160.300000	0.000000	788.400000	450.000000	979.250000	1	1	1	1	1	1	1	1	1	1.856298		3.627004	3.124565	3.832980	4.564348	4	1
2	31	44	0	23	80.000000	5	15	0.000000	0	1	1	1	0	0	14.050000	9.250000	30.350000	0.000000	0.000000	465.200000	306.050000	916.500000	0.000000	0.000000	1	0	0	1	0	0	0	0	1	2.642622	2.224624	3.412797			4.382027	2	1
2	55	44	1	2	68.000000	2	15	0.000000	0	5	1	0	1	0	6.600000	43.500000	0.000000	29.500000	0.000000	350.850000	2423.300000	0.000000	1685.000000	0.000000	0	0	0	0	1	1	1	1	0	1.887070	3.772761		3.384390		4.219508	3	0
1	9	28	0	7	30.000000	1	4	0.000000	1	6	0	0	0	0	4.200000	0.000000	0.000000	0.000000	0.000000	47.450000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0	0	0	0	0	1.435085					3.401197	1	0
2	55	57	1	25	34.000000	2	12	0.000000	0	3	0	0	1	0	14.600000	0.000000	0.000000	29.500000	0.000000	785.400000	0.000000	0.000000	1600.000000	0.000000	0	0	0	0	0	0	0	0	0	2.681022			3.384390		3.526361	1	0
1	34	30	0	3	35.000000	2	2	0.000000	1	3	1	0	1	0	9.050000	21.500000	0.000000	8.000000	0.000000	333.000000	695.950000	0.000000	275.000000	0.000000	0	1	0	0	1	1	1	1	1	2.202765	3.068053		2.079442		3.555348	3	0
1	10	23	0	4	36.000000	2	1	0.000000	0	3	1	0	1	0	8.550000	14.750000	0.000000	22.000000	0.000000	86.050000	142.050000	0.000000	200.000000	0.000000	0	0	0	0	1	1	1	1	0	2.145931	2.691243		3.091042		3.583519	3	0
2	62	76	0	20	35.000000	3	18	1.000000	1	1	0	0	1	0	17.250000	0.000000	0.000000	17.750000	0.000000	1045.700000	0.000000	0.000000	1085.000000	0.000000	1	0	0	0	1	0	0	0	1	2.847812			2.876386		3.555348	2	0
2	51	36	0	13	62.000000	3	9	0.000000	0	2	1	0	1	1	5.650000	36.250000	0.000000	19.750000	40.400000	305.750000	1872.750000	0.000000	995.000000	2005.450000	1	1	1	1	1	1	1	1	0	1.731656	3.590439		2.983153	3.698830	4.127134	4	0
1	65	48	0	28	94.000000	1	25	0.000000	0	1	0	0	1	0	10.400000	0.000000	0.000000	22.500000	0.000000	664.650000	0.000000	0.000000	1470.000000	0.000000	1	0	0	0	0	0	0	0	0	2.341806			3.113515		4.543295	2	0
3	53	33	0	1	60.000000	1	6	0.000000	0	2	1	0	1	1	17.650000	28.500000	0.000000	41.000000	28.550000	950.700000	1502.200000	0.000000	2170.000000	1524.600000	0	1	1	0	1	1	1	1	0	2.870736	3.349904		3.713572	3.351657	4.094345	4	0
1	23	35	0	4	118.000000	2	11	0.000000	0	1	0	1	0	0	7.900000	0.000000	30.150000	0.000000	0.000000	196.950000	0.000000	672.400000	0.000000	0.000000	0	1	0	1	0	0	0	0	1	2.066863		3.406185			4.770685	1	1
3	1	30	0	3	135.000000	4	3	0.000000	0	3	1	1	1	0	1.100000	5.750000	22.800000	2.750000	0.000000	1.100000	5.750000	22.800000	2.750000	0.000000	0	0	0	1	1	0	0	0	1	0.095310	1.749200	3.126761	1.011601		4.905275	1	1
3	66	55	0	20	80.000000	2	24	0.000000	1	1	1	0	1	0	14.000000	30.750000	0.000000	14.750000	0.000000	938.350000	2128.200000	0.000000	965.000000	0.000000	1	0	0	0	1	1	1	1	0	2.639057	3.425890		2.691243		4.382027	3	0
3	8	27	1	0	21.000000	3	3	0.000000	1	2	0	1	0	0	3.650000	0.000000	36.450000	0.000000	0.000000	38.050000	0.000000	235.750000	0.000000	0.000000	1	0	0	1	0	0	0	0	1	1.294727		3.595941			3.044522	2	0
3	18	28	1	3	22.000000	1	2	0.000000	1	5	0	0	1	0	3.150000	173.000000	0.000000	9.500000	0.000000	55.550000	0.000000	0.000000	175.000000	0.000000	0	0	0	0	0	0	0	0	0	1.147402	5.153292		2.251292		3.091042	1	0
3	36	32	1	3	63.000000	4	7	0.000000	0	4	0	1	1	0	6.200000	0.000000	29.550000	12.750000	0.000000	229.500000	0.000000	991.350000	415.000000	0.000000	1	0	0	1	0	0	0	1	0	1.824549		3.386084	2.545531		4.143135	2	0
1	13	40	0	16	142.000000	2	18	0.000000	1	1	0	0	0	0	8.450000	0.000000	0.000000	0.000000	0.000000	109.850000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0	0	0	0	0	2.134166					4.955827	1	1
3	4	44	0	15	32.000000	3	0	0.000000	1	1	1	1	1	0	2.100000	13.750000	25.950000	8.750000	0.000000	6.900000	44.950000	82.250000	25.000000	0.000000	0	1	0	1	1	0	1	1	0	0.741937	2.621039	3.256172	2.169054		3.465736	3	1
3	20	32	0	10	19.000000	3	5	0.000000	0	1	0	1	0	0	6.850000	0.000000	36.050000	0.000000	0.000000	106.500000	0.000000	701.500000	0.000000	0.000000	1	0	0	1	0	0	0	0	1	1.924249		3.584907			2.944439	2	0
1	66	39	1	12	60.000000	4	10	0.000000	0	3	1	1	1	1	20.150000	39.250000	46.300000	17.250000	36.400000	1443.750000	2490.650000	2895.250000	1055.000000	2322.200000	1	1	1	1	1	1	1	1	1	3.003204	3.669951	3.835142	2.847812	3.594569	4.094345	4	0
3	67	47	1	7	97.000000	1	23	0.000000	0	4	0	0	1	0	22.400000	0.000000	0.000000	18.500000	0.000000	1464.900000	0.000000	0.000000	1225.000000	0.000000	0	0	0	0	1	1	1	1	0	3.109061			2.917771		4.574711	3	0
1	11	24	1	0	31.000000	2	3	0.000000	1	4	1	1	1	1	5.400000	16.000000	39.200000	13.750000	33.550000	83.150000	189.450000	422.800000	140.000000	331.650000	0	1	1	1	1	1	1	0	1	1.686399	2.772589	3.668677	2.621039	3.513037	3.433987	4	1
1	6	26	0	7	30.000000	3	1	0.000000	1	2	0	1	0	0	6.350000	0.000000	19.750000	0.000000	0.000000	30.800000	0.000000	109.250000	0.000000	0.000000	0	0	0	1	0	0	0	0	0	1.848455		2.983153			3.401197	1	1
2	13	23	1	4	31.000000	1	5	0.000000	1	4	0	1	0	1	4.600000	0.000000	35.450000	0.000000	27.700000	54.850000	0.000000	398.950000	0.000000	339.750000	0	1	1	1	0	0	0	0	1	1.526056		3.568123		3.321432	3.433987	1	0
2	2	29	1	3	44.000000	2	9	0.000000	1	6	1	1	1	1	2.100000	16.250000	43.200000	12.250000	33.600000	5.100000	31.300000	47.050000	5.000000	24.200000	1	1	1	1	1	1	1	1	1	0.741937	2.788093	3.765840	2.505526	3.514526	3.784190	4	1
1	4	40	0	12	38.000000	2	5	0.000000	0	1	0	0	1	0	8.150000	0.000000	0.000000	12.000000	0.000000	32.250000	0.000000	0.000000	25.000000	0.000000	0	0	0	0	0	0	0	0	0	2.098018			2.484907		3.637586	1	0
1	34	63	1	10	23.000000	2	0	0.000000	1	2	1	1	1	1	14.300000	19.500000	39.600000	15.250000	28.950000	459.050000	616.500000	1396.300000	495.000000	984.100000	1	1	1	1	1	1	1	1	1	2.660260	2.970414	3.678829	2.724580	3.365570	3.135494	4	0
1	13	34	1	6	37.000000	3	6	0.000000	0	4	0	0	0	0	6.850000	0.000000	0.000000	0.000000	0.000000	102.500000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0	1	0	1	0	1.924249					3.610918	3	0
2	37	40	1	14	26.000000	2	0	0.000000	0	5	0	0	1	0	18.900000	0.000000	0.000000	12.000000	0.000000	653.150000	0.000000	0.000000	470.000000	0.000000	1	0	0	0	0	0	0	0	1	2.939162			2.484907		3.258097	2	0
1	45	30	1	8	38.000000	2	5	0.000000	0	6	0	0	1	0	12.750000	0.000000	0.000000	23.750000	0.000000	622.150000	0.000000	0.000000	1015.000000	0.000000	1	0	0	0	0	1	1	1	0	2.545531			3.167583		3.637586	3	0
2	71	70	0	30	153.000000	3	34	1.000000	1	1	1	0	1	1	30.550000	46.250000	0.000000	26.250000	46.700000	2291.100000	3114.950000	0.000000	1805.000000	3292.650000	1	0	0	0	1	1	1	1	0	3.419365	3.834061		3.267666	3.843744	5.030438	3	0
1	35	40	0	5	49.000000	1	20	0.000000	1	1	0	0	0	0	3.400000	0.000000	0.000000	0.000000	0.000000	107.850000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0	0	0	0	0	1.223775					3.891820	1	0
3	44	41	0	21	51.000000	3	7	0.000000	0	1	0	1	1	0	4.950000	0.000000	31.550000	10.750000	0.000000	203.650000	0.000000	1301.850000	460.000000	0.000000	0	0	0	1	0	0	0	0	1	1.599388		3.451574	2.374906		3.931826	1	0
3	44	45	1	19	88.000000	1	21	0.000000	0	2	1	0	1	0	11.900000	25.250000	0.000000	8.250000	0.000000	524.250000	1108.400000	0.000000	305.000000	0.000000	1	0	0	0	1	1	1	1	0	2.476538	3.228826		2.110213		4.477337	3	0
1	26	41	1	20	19.000000	1	0	0.000000	1	6	0	0	0	0	5.450000	0.000000	0.000000	0.000000	0.000000	165.400000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0	0	0	0	0	1.695616					2.944439	1	0
2	42	46	1	9	31.000000	1	12	0.000000	1	3	0	0	1	0	5.900000	0.000000	0.000000	23.000000	0.000000	277.650000	0.000000	0.000000	945.000000	0.000000	0	0	0	0	0	0	0	1	0	1.774952			3.135494		3.433987	1	0
2	41	47	1	6	90.000000	2	19	0.000000	0	3	0	1	1	0	6.700000	0.000000	20.200000	31.250000	0.000000	251.350000	0.000000	825.150000	1240.000000	0.000000	0	0	0	1	0	0	0	0	0	1.902108		3.005683	3.442019		4.499810	1	1
1	31	24	1	3	14.000000	1	0	0.000000	0	4	0	0	0	0	7.200000	0.000000	0.000000	0.000000	0.000000	231.750000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0	0	0	0	0	1.974081					2.639057	1	0
3	62	63	0	43	341.000000	2	30	0.000000	0	1	0	0	1	0	14.600000	0.000000	0.000000	14.250000	0.000000	912.400000	0.000000	0.000000	845.000000	0.000000	0	1	0	1	1	1	0	1	0	2.681022			2.656757		5.831882	3	1
1	12	23	1	2	24.000000	4	0	0.000000	1	8	1	0	1	1	3.200000	41.000000	0.000000	15.750000	35.400000	35.500000	502.000000	0.000000	210.000000	373.000000	0	1	1	1	1	1	1	1	0	1.163151	3.713572		2.756840	3.566712	3.178054	4	0
2	45	49	1	27	81.000000	2	7	0.000000	1	4	1	0	1	0	13.850000	50.500000	0.000000	21.000000	0.000000	583.100000	2284.250000	0.000000	935.000000	0.000000	0	0	0	0	1	1	1	1	0	2.628285	3.921973		3.044522		4.394449	3	0
1	47	34	1	4	63.000000	2	13	0.000000	1	4	0	0	1	0	18.950000	0.000000	0.000000	30.500000	0.000000	880.750000	0.000000	0.000000	1395.000000	0.000000	0	0	0	0	0	0	0	0	0	2.941804			3.417727		4.143135	1	0
2	23	22	1	1	27.000000	1	4	0.000000	0	5	1	0	1	0	7.900000	23.000000	0.000000	15.750000	0.000000	210.850000	515.800000	0.000000	345.000000	0.000000	1	0	0	0	1	1	1	0	0	2.066863	3.135494		2.756840		3.295837	3	0
3	39	34	0	4	20.000000	5	3	0.000000	1	1	1	1	1	1	9.550000	21.250000	59.200000	10.000000	79.200000	375.400000	872.500000	2361.900000	385.000000	2973.000000	1	1	1	1	1	1	1	1	1	2.256541	3.056357	4.080922	2.302585	4.371976	2.995732	4	0
2	19	26	0	2	48.000000	3	0	0.000000	0	2	0	0	1	0	7.550000	0.000000	0.000000	6.500000	0.000000	156.150000	0.000000	0.000000	105.000000	0.000000	0	1	0	0	1	1	1	0	0	2.021548			1.871802		3.871201	3	0
1	13	54	0	12	121.000000	4	23	0.000000	0	1	0	0	0	0	7.300000	0.000000	0.000000	0.000000	0.000000	102.400000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	1	0	1	1	0	1.987874					4.795791	3	0
2	5	33	0	6	39.000000	3	4	0.000000	0	3	1	1	0	0	2.100000	19.500000	27.450000	0.000000	0.000000	5.200000	81.150000	103.450000	0.000000	0.000000	1	0	1	0	1	1	1	1	1	0.741937	2.970414	3.312366			3.663562	4	1
2	11	19	0	0	21.000000	2	0	0.000000	0	1	0	0	0	0	3.600000	0.000000	0.000000	0.000000	0.000000	35.400000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0	0	0	0	1	1.280934					3.044522	1	1
3	4	32	0	2	53.000000	4	5	0.000000	0	1	1	1	0	0	7.000000	11.000000	26.250000	0.000000	0.000000	29.200000	56.450000	90.750000	0.000000	0.000000	0	0	1	0	0	0	0	0	1	1.945910	2.397895	3.267666			3.970292	1	1
3	17	42	0	8	58.000000	1	23	0.000000	0	1	0	1	0	0	5.050000	0.000000	28.650000	0.000000	0.000000	85.050000	0.000000	523.050000	0.000000	0.000000	1	1	0	1	0	1	0	0	0	1.619388		3.355153			4.060443	2	1
2	7	27	0	3	39.000000	3	2	0.000000	0	1	0	0	0	0	3.550000	0.000000	0.000000	0.000000	0.000000	19.700000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0	0	1	0	0	1.266948					3.663562	1	1
1	19	65	0	3	108.000000	1	33	0.000000	0	3	1	0	1	0	5.950000	21.500000	0.000000	11.250000	0.000000	117.550000	423.600000	0.000000	190.000000	0.000000	0	0	0	0	1	1	1	1	0	1.783391	3.068053		2.420368		4.682131	3	0
2	32	34	1	0	38.000000	1	10	0.000000	0	4	0	0	1	0	7.350000	0.000000	0.000000	19.250000	0.000000	217.450000	0.000000	0.000000	600.000000	0.000000	1	0	0	0	0	0	0	0	1	1.994700			2.957511		3.637586	2	0
2	53	51	0	31	245.000000	4	0	0.000000	0	1	1	0	1	0	18.450000	28.250000	0.000000	11.000000	0.000000	961.750000	1535.250000	0.000000	570.000000	0.000000	1	0	0	0	0	0	0	1	0	2.915064	3.341093		2.397895		5.501258	2	0
1	51	38	0	19	51.000000	1	18	0.000000	1	1	1	0	1	0	11.700000	26.000000	0.000000	23.250000	0.000000	577.100000	1267.200000	0.000000	1195.000000	0.000000	0	1	0	0	1	1	1	1	0	2.459589	3.258097		3.146305		3.931826	3	0
1	35	34	0	7	78.000000	4	10	0.000000	1	1	0	0	1	0	13.900000	0.000000	0.000000	4.500000	0.000000	556.200000	0.000000	0.000000	135.000000	0.000000	0	0	0	0	0	0	0	0	0	2.631889			1.504077		4.356709	1	0
1	3	31	1	4	23.000000	4	4	0.000000	0	5	1	1	1	1	2.800000	16.500000	36.000000	37.750000	21.700000	8.200000	74.450000	44.400000	70.000000	47.900000	0	1	1	0	1	1	1	1	1	1.029619	2.803360	3.583519	3.630985	3.077312	3.135494	4	1
1	22	48	0	7	88.000000	4	12	0.000000	0	1	0	1	0	0	4.500000	0.000000	31.850000	0.000000	0.000000	92.650000	0.000000	646.050000	0.000000	0.000000	0	0	0	1	0	0	0	0	0	1.504077		3.461037			4.477337	1	1
3	17	21	1	0	25.000000	2	1	0.000000	1	3	0	0	0	0	6.100000	0.000000	0.000000	0.000000	0.000000	89.600000	0.000000	0.000000	0.000000	0.000000	1	0	0	0	1	0	1	1	1	1.808289					3.218876	3	0
2	68	39	0	20	73.000000	2	16	0.000000	1	1	1	0	1	0	44.950000	15.750000	0.000000	20.000000	0.000000	3002.200000	1089.050000	0.000000	1295.000000	0.000000	1	0	0	0	0	0	0	0	0	3.805551	2.756840		2.995732		4.290459	2	0
2	27	41	1	7	62.000000	4	15	0.000000	1	2	1	0	1	0	13.700000	16.250000	0.000000	6.750000	0.000000	371.350000	450.000000	0.000000	165.000000	0.000000	0	0	0	0	1	0	0	1	0	2.617396	2.788093		1.909543		4.127134	3	0
3	68	52	1	8	456.000000	3	30	0.000000	1	4	1	0	1	1	22.250000	27.500000	0.000000	26.750000	29.750000	1549.950000	1782.100000	0.000000	1885.000000	2096.550000	1	0	0	0	1	1	1	1	0	3.102342	3.314186		3.286534	3.392829	6.122493	3	0
3	56	42	1	10	24.000000	2	5	0.000000	0	2	0	0	0	0	33.650000	0.000000	0.000000	0.000000	0.000000	1871.200000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	1	1	1	1	0	3.516013					3.178054	3	0
3	11	32	0	8	23.000000	2	0	0.000000	1	1	0	1	1	0	6.200000	0.000000	28.400000	7.250000	0.000000	82.600000	0.000000	242.900000	95.000000	0.000000	0	0	0	1	0	0	0	0	1	1.824549		3.346389	1.981001		3.135494	1	0
3	5	47	0	7	46.000000	1	6	0.000000	1	1	0	0	1	0	2.950000	0.000000	0.000000	7.250000	0.000000	21.550000	0.000000	0.000000	35.000000	0.000000	0	0	0	0	1	0	1	0	0	1.081805			1.981001		3.828641	1	1
3	16	50	0	5	263.000000	2	29	0.000000	1	3	1	1	0	1	3.750000	17.000000	31.950000	0.000000	21.900000	59.750000	253.350000	463.250000	0.000000	309.050000	0	0	0	0	1	1	1	1	1	1.321756	2.833213	3.464172		3.086487	5.572154	3	0
